p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.28E-98	0.103613091	0.188	0.073	3.67E-94	R7	Sema3a
4.64E-98	0.107035585	0.197	0.078	7.45E-94	R7	Syt13
1.64E-97	0.139158886	0.334	0.169	2.64E-93	R7	Rfc1
2.69E-97	0.152569381	0.444	0.251	4.33E-93	R7	Smc1a
1.23E-95	0.143774018	0.383	0.206	1.97E-91	R7	Dhx9
1.65E-95	0.102311311	0.194	0.077	2.65E-91	R7	Mdn1
2.70E-95	0.14924136	0.477	0.277	4.33E-91	R7	Iqgap1
4.95E-95	0.137107548	0.43	0.237	7.96E-91	R7	Prkg2
9.20E-95	0.112763989	0.225	0.097	1.48E-90	R7	Eps8
9.29E-95	0.133672553	0.335	0.17	1.49E-90	R7	Basp1
1.96E-94	0.113672849	0.263	0.121	3.15E-90	R7	Ddx27
1.40E-93	0.117959952	0.268	0.125	2.25E-89	R7	Baz1a
1.76E-92	0.113807637	0.236	0.105	2.83E-88	R7	Emp1
7.60E-92	0.140740306	0.446	0.253	1.22E-87	R7	Kmt2a
4.60E-91	0.107191361	0.242	0.108	7.39E-87	R7	Srrt
6.37E-91	0.123694364	0.307	0.152	1.02E-86	R7	Syne2
8.97E-91	0.156223323	0.579	0.36	1.44E-86	R7	Nucks1
2.14E-90	0.109551274	0.213	0.091	3.44E-86	R7	Lig1
2.42E-90	0.142568088	0.408	0.229	3.90E-86	R7	Ctnna1
2.85E-90	0.112590508	0.254	0.117	4.57E-86	R7	S100a4
3.09E-90	0.122791166	0.308	0.154	4.97E-86	R7	Zbtb38
4.24E-90	0.134843141	0.478	0.275	6.81E-86	R7	Smc2
7.20E-90	0.103914306	0.211	0.09	1.16E-85	R7	Dstn
8.72E-90	0.134804255	0.323	0.166	1.40E-85	R7	Rif1
2.72E-89	0.154517389	0.639	0.411	4.37E-85	R7	Rock2
6.95E-89	0.113800486	0.25	0.116	1.12E-84	R7	Fmr1
5.40E-88	0.136784405	0.404	0.226	8.68E-84	R7	Ubr5
7.18E-88	0.115239729	0.3	0.148	1.15E-83	R7	Rps24
9.40E-88	0.125641718	0.355	0.188	1.51E-83	R7	Dock7
1.04E-87	0.113869592	0.257	0.121	1.67E-83	R7	Tomm70a
2.95E-87	0.155583205	0.591	0.373	4.73E-83	R7	Plec
1.47E-86	0.112355973	0.295	0.146	2.37E-82	R7	Smc5
1.58E-86	0.108596544	0.215	0.094	2.54E-82	R7	Hsph1
2.59E-86	0.109792208	0.244	0.112	4.16E-82	R7	Akap11
3.39E-86	0.113202073	0.248	0.115	5.45E-82	R7	Tnc
5.20E-86	0.114374304	0.257	0.122	8.36E-82	R7	Anp32b
5.30E-86	0.15047387	0.59	0.371	8.51E-82	R7	Rpl4
6.21E-86	0.122797048	0.292	0.146	9.98E-82	R7	Rasa1
2.85E-85	0.124400192	0.289	0.146	4.58E-81	R7	Cct6a
5.12E-85	0.103688759	0.225	0.101	8.22E-81	R7	Hmgb1
5.61E-85	0.106511118	0.247	0.115	9.02E-81	R7	Sept11
8.63E-85	0.121625046	0.319	0.166	1.39E-80	R7	Eif4g1
1.30E-84	0.100215404	0.204	0.088	2.09E-80	R7	Pdzd8
1.75E-84	0.118645035	0.291	0.146	2.81E-80	R7	Cltc
2.06E-83	0.12097662	0.291	0.148	3.30E-79	R7	Asap1
2.36E-83	0.107141768	0.269	0.131	3.80E-79	R7	Vcan
3.11E-83	0.118847668	0.259	0.125	5.00E-79	R7	Inhba
4.76E-83	0.111442051	0.24	0.112	7.65E-79	R7	Xpo1
1.08E-82	0.122128151	0.311	0.161	1.74E-78	R7	Zfhx4
9.85E-82	0.126802491	0.317	0.166	1.58E-77	R7	Cep290
1.10E-81	0.115906589	0.282	0.141	1.77E-77	R7	Smg1
1.87E-81	0.128265314	0.417	0.24	3.01E-77	R7	Ckap4
1.90E-81	0.116928452	0.301	0.155	3.06E-77	R7	2610507B11Rik
2.97E-81	0.119442771	0.3	0.155	4.78E-77	R7	Smchd1
6.14E-81	0.142842648	0.536	0.333	9.86E-77	R7	Taf1d
6.72E-81	0.127913491	0.784	0.509	1.08E-76	R7	Vim
1.13E-80	0.103497244	0.22	0.1	1.82E-76	R7	Nufip2
1.96E-80	0.111145845	0.253	0.123	3.14E-76	R7	Fnbp1l
4.31E-80	0.106342322	0.258	0.125	6.92E-76	R7	Spen
3.31E-79	0.140073451	0.556	0.351	5.31E-75	R7	Ktn1
9.55E-79	0.129930445	0.432	0.255	1.54E-74	R7	Smarca4
8.26E-78	0.10072916	0.219	0.101	1.33E-73	R7	Ipo5
8.87E-78	0.101107772	0.224	0.104	1.43E-73	R7	Kif21a
1.45E-77	0.109999985	0.292	0.151	2.33E-73	R7	Luzp1
1.24E-76	0.112154785	0.298	0.156	1.99E-72	R7	Lrp1
3.05E-76	0.107104996	0.243	0.118	4.90E-72	R7	Etf1
3.65E-76	0.104697007	0.255	0.125	5.87E-72	R7	Setd2
4.39E-76	0.104606283	0.257	0.127	7.05E-72	R7	Pcnt
1.99E-74	0.103067674	0.245	0.12	3.20E-70	R7	Hmgn1
2.35E-74	0.10642234	0.268	0.136	3.78E-70	R7	Thrap3
2.43E-74	0.100840543	0.232	0.111	3.91E-70	R7	Tardbp
1.05E-73	0.106468737	0.267	0.136	1.69E-69	R7	Chd1
1.57E-73	0.115680308	0.331	0.182	2.53E-69	R7	Bdp1
3.22E-73	0.106662432	0.302	0.16	5.18E-69	R7	Trpm7
2.07E-72	0.127463093	0.458	0.281	3.33E-68	R7	Pcm1
1.12E-71	0.128622707	0.684	0.455	1.80E-67	R7	Rrbp1
3.74E-71	0.112417687	0.357	0.203	6.01E-67	R7	Huwe1
8.42E-71	0.100595412	0.24	0.119	1.35E-66	R7	Psma7
8.44E-71	0.120538723	0.476	0.293	1.36E-66	R7	Ankrd11
1.23E-70	0.102851018	0.263	0.135	1.97E-66	R7	Cebpz
2.12E-70	0.121844419	0.392	0.231	3.40E-66	R7	Sept7
6.26E-70	0.119361752	0.351	0.201	1.01E-65	R7	Smc6
6.74E-70	0.126664834	0.472	0.294	1.08E-65	R7	Ash1l
7.53E-70	0.113593867	0.327	0.183	1.21E-65	R7	Dek
5.38E-69	0.123433875	0.402	0.241	8.64E-65	R7	Slc38a2
8.07E-68	0.119087626	0.38	0.224	1.30E-63	R7	Npnt
7.64E-67	0.105098546	0.34	0.193	1.23E-62	R7	Nsd1
1.30E-66	0.131352512	0.544	0.344	2.09E-62	R7	Top2a
1.45E-66	0.107457635	0.284	0.154	2.33E-62	R7	Tcof1
2.29E-66	0.100423734	0.282	0.151	3.68E-62	R7	Ddx46
2.88E-66	0.101611895	0.276	0.147	4.63E-62	R7	Rad21
4.95E-66	0.104557257	0.287	0.155	7.95E-62	R7	Rad50
9.18E-66	0.126016888	0.612	0.412	1.47E-61	R7	Chd4
1.36E-65	0.112824144	0.336	0.193	2.19E-61	R7	Ywhae
1.41E-65	0.103052979	0.232	0.117	2.26E-61	R7	Fus
1.63E-65	0.115706798	0.666	0.44	2.63E-61	R7	Ahnak
2.05E-65	0.116168098	0.35	0.204	3.30E-61	R7	Nars
2.98E-65	0.109423108	0.312	0.175	4.80E-61	R7	Hectd1
4.65E-65	0.103489287	0.287	0.157	7.47E-61	R7	Tm9sf3
9.78E-65	0.100863613	0.252	0.131	1.57E-60	R7	Col18a1
5.63E-64	0.100748157	0.236	0.121	9.04E-60	R7	Fam111a
9.57E-64	0.105223375	0.331	0.19	1.54E-59	R7	Tcerg1
1.29E-63	0.109258101	0.354	0.207	2.07E-59	R7	Smc3
2.80E-62	0.105379855	0.342	0.199	4.50E-58	R7	Gpd2
4.19E-61	0.104231072	0.325	0.188	6.73E-57	R7	Eif3c
7.07E-60	0.110638456	0.389	0.239	1.14E-55	R7	Ssb
2.69E-59	0.101196511	0.303	0.173	4.32E-55	R7	Hdlbp
5.66E-58	0.104935254	0.425	0.267	9.09E-54	R7	Sf3b2
8.47E-58	0.101238371	0.362	0.218	1.36E-53	R7	Hspa9
7.02E-57	0.102192945	0.363	0.221	1.13E-52	R7	Naa15
8.74E-56	0.123035521	0.461	0.303	1.40E-51	R7	Smarca5
4.13E-50	0.104016489	0.45	0.298	6.63E-46	R7	Eprs
2.27E-46	0.109456384	0.469	0.313	3.65E-42	R7	Cenpe
0	0.809867453	0.671	0.035	0	R8	Ndrg1
0	0.239734401	0.174	0.006	0	R8	Car9
9.18E-155	0.191799277	0.161	0.027	1.47E-150	R8	Fndc1
3.02E-154	0.787578498	0.689	0.429	4.86E-150	R8	Neat1
1.03E-116	0.415432132	0.385	0.159	1.65E-112	R8	Plod2
6.29E-104	0.473655939	0.591	0.342	1.01E-99	R8	Col3a1
1.98E-92	0.425534044	0.882	0.747	3.19E-88	R8	Sparc
2.10E-83	0.329609009	0.653	0.384	3.37E-79	R8	Igfbp5
1.56E-77	0.360730818	0.772	0.596	2.51E-73	R8	Zbtb20
6.37E-53	0.295681358	0.999	0.996	1.02E-48	R8	Malat1
1.01E-38	0.231471953	0.268	0.145	1.62E-34	R8	Vegfa
2.59E-29	0.243892059	0.339	0.227	4.17E-25	R8	Timp3
1.81E-26	0.208810763	0.32	0.208	2.91E-22	R8	Scd2
1.19E-20	0.132931213	0.187	0.107	1.91E-16	R8	Lox
1.24E-19	0.120002916	0.189	0.109	2.00E-15	R8	Pax7
1.14E-18	0.227871663	0.486	0.412	1.82E-14	R8	Col1a2
1.64E-18	0.127342588	0.181	0.106	2.64E-14	R8	Col6a3
5.12E-18	0.205056916	0.489	0.417	8.22E-14	R8	Ncam1
6.43E-18	0.152391046	0.256	0.166	1.03E-13	R8	H19
8.56E-17	0.102165584	0.176	0.102	1.37E-12	R8	Ccdc80
1.96E-16	0.107518564	0.152	0.086	3.16E-12	R8	Rnf150
2.77E-14	0.153366234	0.349	0.27	4.45E-10	R8	Fstl1
6.58E-14	0.154446599	0.348	0.27	1.06E-09	R8	Kmt2e
1.37E-13	0.135730031	0.189	0.124	2.20E-09	R8	Hk2
4.27E-13	0.120270195	0.209	0.141	6.86E-09	R8	Col4a1
1.39E-12	0.115547205	0.813	0.765	2.24E-08	R8	Xist
2.50E-12	0.103459209	0.171	0.11	4.02E-08	R8	Col4a2
9.77E-10	0.158251746	0.459	0.416	1.57E-05	R8	Ttc3
1.49E-09	0.110766824	0.885	0.864	2.39E-05	R8	Srrm2
3.86E-09	0.123951327	0.447	0.393	6.21E-05	R8	Marcks
1.32E-07	0.122474507	0.287	0.236	0.002122014	R8	Nav1
3.00E-07	0.109131999	0.228	0.18	0.004822812	R8	Zfp292
1.25E-06	0.125652853	0.487	0.471	0.020129175	R8	Rrbp1
2.80E-06	0.117084111	0.36	0.324	0.044987726	R8	Pnisr
0	0.781280451	0.787	0.265	0	R9	Cenpf
0	0.759706068	0.832	0.389	0	R9	Mki67
0	0.756615818	0.846	0.342	0	R9	Top2a
0	0.464329356	0.491	0.121	0	R9	Aspm
0	0.347931041	0.358	0.06	0	R9	Ccdc18
4.75E-306	0.626225059	0.769	0.31	7.63E-302	R9	Cenpe
8.70E-301	0.63742708	0.889	0.376	1.40E-296	R9	Igfbp5
1.26E-253	0.480540147	0.561	0.187	2.03E-249	R9	Arl6ip1
3.82E-201	0.15856776	0.159	0.021	6.13E-197	R9	Lockd
8.61E-194	0.197990618	0.226	0.042	1.38E-189	R9	Nusap1
5.93E-193	0.401275997	0.561	0.217	9.53E-189	R9	Kif20b
6.44E-144	0.336406008	0.491	0.202	1.03E-139	R9	Knl1
8.66E-142	0.429047863	0.705	0.384	1.39E-137	R9	Marcks
1.70E-133	0.463580038	0.838	0.594	2.73E-129	R9	Zbtb20
5.05E-132	0.240566808	0.287	0.085	8.11E-128	R9	G2e3
5.06E-126	0.250256814	0.335	0.114	8.12E-122	R9	Sgo2a
1.56E-125	0.28079722	0.35	0.124	2.51E-121	R9	Prc1
4.12E-122	0.252209263	0.33	0.113	6.62E-118	R9	Ckap2l
8.82E-115	0.215095869	0.306	0.098	1.42E-110	R9	Ccdc80
4.45E-113	0.252869772	0.337	0.121	7.16E-109	R9	Kif11
1.63E-108	0.232120684	0.31	0.108	2.62E-104	R9	Cit
5.28E-108	0.330186652	0.646	0.34	8.48E-104	R9	Col3a1
1.36E-104	0.255906615	0.352	0.138	2.19E-100	R9	Kif15
9.55E-104	0.287390525	0.4	0.161	1.53E-99	R9	H19
3.41E-102	0.319974954	0.528	0.269	5.48E-98	R9	Smc4
3.81E-100	0.109348775	0.126	0.024	6.13E-96	R9	2700099C18Rik
1.39E-98	0.161141162	0.206	0.058	2.24E-94	R9	Tacc3
5.36E-97	0.265869038	0.372	0.156	8.61E-93	R9	Syne2
2.23E-92	0.219086013	0.304	0.115	3.58E-88	R9	Cntrl
7.64E-88	0.164850652	0.22	0.069	1.23E-83	R9	Dlgap5
2.87E-87	0.229590962	0.352	0.148	4.61E-83	R9	Hmmr
5.98E-86	0.127955206	0.152	0.038	9.61E-82	R9	Kif14
5.70E-82	0.136115481	0.187	0.055	9.16E-78	R9	Ndc80
6.15E-82	0.331106867	0.872	0.763	9.88E-78	R9	Xist
1.88E-81	0.222808467	0.237	0.083	3.03E-77	R9	Hist1h1e
1.60E-77	0.164092319	0.217	0.073	2.57E-73	R9	Mis18bp1
3.53E-75	0.297512931	0.501	0.282	5.67E-71	R9	Smc2
1.17E-74	0.175632271	0.241	0.088	1.89E-70	R9	Ccdc34
9.12E-73	0.172380458	0.233	0.085	1.47E-68	R9	Ckap2
4.06E-72	0.29674623	0.647	0.411	6.52E-68	R9	Ncam1
4.94E-72	0.201577816	0.31	0.134	7.94E-68	R9	Tpx2
7.88E-72	0.203840968	0.238	0.089	1.27E-67	R9	Hist1h1b
2.36E-69	0.292146624	0.87	0.748	3.79E-65	R9	Sparc
3.85E-67	0.173175355	0.262	0.106	6.19E-63	R9	Incenp
4.19E-66	0.176945181	0.258	0.101	6.73E-62	R9	C1qtnf3
1.77E-65	0.101573004	0.129	0.034	2.84E-61	R9	Lpar4
4.25E-65	0.114703666	0.168	0.052	6.83E-61	R9	Lrrc17
1.03E-62	0.125823885	0.179	0.06	1.66E-58	R9	Hjurp
1.63E-62	0.164301448	0.254	0.104	2.62E-58	R9	Cntln
4.10E-60	0.121710609	0.188	0.065	6.59E-56	R9	Mest
2.47E-58	0.155849752	0.245	0.1	3.97E-54	R9	Igsf3
7.19E-56	0.243204398	0.571	0.369	1.16E-51	R9	Nucks1
3.30E-54	0.194842489	0.33	0.167	5.31E-50	R9	Ckap5
3.93E-54	0.141220486	0.208	0.083	6.32E-50	R9	Cip2a
1.79E-53	0.130613806	0.186	0.07	2.88E-49	R9	Sgo1
2.77E-52	0.112732456	1	0.996	4.45E-48	R9	Malat1
4.15E-51	0.172953847	0.291	0.138	6.67E-47	R9	Col4a1
5.11E-51	0.144921392	0.239	0.102	8.21E-47	R9	Gas1
7.41E-51	0.128513052	0.201	0.08	1.19E-46	R9	Cenpc1
1.74E-46	0.17427612	0.329	0.175	2.79E-42	R9	Diaph3
5.62E-46	0.100235253	0.149	0.054	9.03E-42	R9	Cdca2
1.42E-43	0.170252059	0.387	0.217	2.29E-39	R9	Tcf4
2.57E-42	0.178550094	0.344	0.192	4.13E-38	R9	Anln
6.79E-42	0.161050082	0.291	0.152	1.09E-37	R9	Rad21
1.17E-41	0.104479275	0.167	0.067	1.88E-37	R9	Arhgap11a
1.35E-41	0.142335683	0.212	0.095	2.17E-37	R9	H1f0
1.40E-41	0.23304898	0.555	0.381	2.25E-37	R9	Nfix
2.80E-41	0.127210747	0.202	0.09	4.49E-37	R9	Racgap1
3.57E-37	0.117375865	0.192	0.086	5.73E-33	R9	Cdk5rap2
3.88E-37	0.122070568	0.227	0.108	6.23E-33	R9	Pax7
1.85E-36	0.207296878	0.578	0.409	2.97E-32	R9	Col1a2
1.45E-35	0.151887751	0.3	0.165	2.33E-31	R9	Chd6
1.08E-33	0.166793811	0.424	0.267	1.74E-29	R9	Fstl1
2.50E-33	0.107668815	0.166	0.074	4.01E-29	R9	Bub1
3.62E-33	0.137626861	0.386	0.229	5.82E-29	R9	Dag1
4.98E-33	0.119987773	0.192	0.092	8.00E-29	R9	Hmgb2
1.51E-32	0.122969175	0.241	0.125	2.42E-28	R9	Ptms
3.57E-29	0.11756263	0.23	0.121	5.74E-25	R9	Ptgfrn
5.90E-29	0.134435629	0.389	0.242	9.48E-25	R9	Peg3
7.88E-29	0.147118704	0.428	0.277	1.27E-24	R9	Arhgef2
7.72E-28	0.143731204	0.338	0.207	1.24E-23	R9	Scd2
9.95E-28	0.105622471	0.194	0.099	1.60E-23	R9	Kif23
5.04E-24	0.102174896	0.238	0.135	8.10E-20	R9	Tln2
5.78E-24	0.118256255	0.239	0.138	9.29E-20	R9	Magi3
1.73E-23	0.117637678	0.238	0.139	2.77E-19	R9	Rangap1
1.19E-20	0.15201821	0.396	0.28	1.91E-16	R9	Col5a2
1.85E-20	0.121448262	0.363	0.244	2.97E-16	R9	Slf2
1.48E-19	0.114101658	0.324	0.217	2.37E-15	R9	Calm2
1.81E-17	0.10075532	0.236	0.148	2.90E-13	R9	Zeb1
3.54E-15	0.103170231	0.53	0.413	5.69E-11	R9	Ttc3
5.15E-14	0.111273821	0.349	0.26	8.27E-10	R9	Phip
1.65E-08	0.105912376	0.52	0.454	0.00026519	R9	Cbx5
0	0.550542472	0.956	0.728	0	R10	Sparc
0	0.347398284	0.684	0.36	0	R10	Igfbp5
3.02E-279	0.47909009	0.554	0.327	4.85E-275	R10	Col3a1
1.58E-274	0.42128698	0.784	0.581	2.53E-270	R10	Zbtb20
3.44E-104	0.206102581	0.201	0.094	5.52E-100	R10	Ccdc80
2.42E-45	0.280869872	0.447	0.411	3.88E-41	R10	Col1a2
1.26E-40	0.22582627	0.435	0.39	2.03E-36	R10	Marcks
9.61E-40	0.222168953	0.325	0.266	1.54E-35	R10	Fstl1
6.15E-35	0.143276338	0.157	0.099	9.89E-31	R10	Igsf3
3.28E-32	0.125106335	0.85	0.757	5.27E-28	R10	Xist
2.55E-29	0.109537081	0.112	0.066	4.10E-25	R10	Cd200
8.80E-25	0.106157205	0.113	0.071	1.41E-20	R10	Zfp36l1
2.46E-20	0.126060141	0.15	0.108	3.95E-16	R10	Pax7
2.85E-15	0.170076052	0.412	0.418	4.59E-11	R10	Ttc3
3.10E-15	0.189513705	0.381	0.388	4.97E-11	R10	Nfix
1.22E-13	0.128821276	0.16	0.127	1.96E-09	R10	Crip1
3.87E-10	0.144611136	0.254	0.236	6.21E-06	R10	Nav1
3.34E-08	0.120001272	0.25	0.232	0.000536251	R10	Dag1
0	1.401098547	0.936	0.344	0	R11	Igfbp5
0	0.60623843	0.859	0.579	0	R11	Zbtb20
0	0.566772082	0.945	0.734	0	R11	Sparc
0	0.537915547	0.652	0.323	0	R11	Col3a1
0	0.487834038	0.389	0.04	0	R11	Mest
0	0.292761758	0.308	0.086	0	R11	Ccdc80
5.50E-295	0.396016373	0.486	0.211	8.84E-291	R11	Dag1
1.91E-239	0.392216197	0.464	0.229	3.07E-235	R11	Slf2
2.75E-237	0.255598889	0.28	0.09	4.43E-233	R11	C1qtnf3
9.94E-216	0.238632431	0.239	0.075	1.60E-211	R11	Rnf150
6.78E-206	0.23960479	0.276	0.097	1.09E-201	R11	Pax7
2.43E-201	0.14927931	0.164	0.039	3.91E-197	R11	Lama2
7.88E-191	0.13718717	0.114	0.021	1.27E-186	R11	Dio2
1.19E-174	0.323001803	0.421	0.221	1.91E-170	R11	Nav1
2.52E-174	0.361295803	0.589	0.402	4.05E-170	R11	Ttc3
9.84E-146	0.166500462	0.192	0.065	1.58E-141	R11	Zfp36l1
3.96E-130	0.303208316	0.558	0.38	6.36E-126	R11	Marcks
2.16E-128	0.22577519	0.283	0.131	3.48E-124	R11	Col4a1
1.08E-127	0.152087323	0.177	0.061	1.74E-123	R11	Cd200
1.71E-125	0.177766492	0.23	0.093	2.74E-121	R11	Igsf3
1.28E-124	0.321097966	0.533	0.374	2.06E-120	R11	Nfix
3.74E-116	0.18997756	0.252	0.113	6.01E-112	R11	Ptgfrn
2.33E-115	0.173469751	1	0.995	3.74E-111	R11	Malat1
3.55E-89	0.116703727	0.141	0.052	5.70E-85	R11	Plxna2
3.45E-87	0.187463192	0.296	0.157	5.54E-83	R11	H19
2.73E-86	0.233502599	0.404	0.26	4.39E-82	R11	Fstl1
1.36E-76	0.12627113	0.188	0.086	2.18E-72	R11	Tanc2
5.08E-72	0.11760973	0.157	0.068	8.16E-68	R11	Atp2b4
1.87E-70	0.19383554	0.822	0.762	3.00E-66	R11	Xist
2.39E-70	0.132198439	0.172	0.08	3.84E-66	R11	Cavin2
7.65E-68	0.198259597	0.363	0.236	1.23E-63	R11	Peg3
4.48E-65	0.114456959	0.153	0.069	7.20E-61	R11	Notch1
1.25E-64	0.1365389	0.202	0.104	2.01E-60	R11	Col4a2
2.47E-62	0.236282794	0.508	0.406	3.97E-58	R11	Col1a2
7.39E-52	0.186295769	0.383	0.273	1.19E-47	R11	Arhgef2
4.23E-48	0.191416705	0.505	0.411	6.80E-44	R11	Ncam1
1.67E-47	0.173920667	0.315	0.215	2.69E-43	R11	Tcf4
1.58E-42	0.105911099	0.168	0.093	2.55E-38	R11	H1f0
3.25E-42	0.123791962	0.216	0.131	5.22E-38	R11	Tln2
5.61E-42	0.198516902	0.447	0.363	9.02E-38	R11	Slc6a6
2.01E-40	0.111848385	0.176	0.101	3.23E-36	R11	Gas1
5.84E-39	0.130690224	0.248	0.162	9.38E-35	R11	Chd6
4.71E-34	0.15981762	0.306	0.224	7.56E-30	R11	Timp3
8.12E-32	0.172496018	0.352	0.278	1.31E-27	R11	Col5a2
8.25E-25	0.130438002	0.389	0.319	1.33E-20	R11	Pnisr
6.80E-24	0.138394639	0.278	0.213	1.09E-19	R11	Phldb2
2.19E-23	0.116363386	0.877	0.864	3.51E-19	R11	Srrm2
1.21E-20	0.112194927	0.27	0.206	1.94E-16	R11	Scd2
2.33E-18	0.106970305	0.235	0.179	3.75E-14	R11	Dpysl3
4.76E-17	0.133759549	0.316	0.268	7.65E-13	R11	Kmt2e
1.50E-09	0.108120258	0.34	0.312	2.41E-05	R11	Sox4
2.66E-06	0.102053867	0.465	0.473	0.042723707	R11	Rrbp1
0	1.221944679	0.98	0.012	0	R12	Col1a1
0	0.974277888	0.779	0.337	0	R12	Col3a1
0	0.353096593	0.258	0.028	0	R12	Col5a3
2.22E-285	0.870425401	0.953	0.746	3.57E-281	R12	Sparc
6.61E-249	0.861921808	0.767	0.404	1.06E-244	R12	Col1a2
8.73E-141	0.294184306	0.333	0.098	1.40E-136	R12	Ccdc80
1.10E-119	0.31707554	0.304	0.097	1.77E-115	R12	Col5a1
1.59E-117	0.522190471	1	0.996	2.56E-113	R12	Malat1
3.79E-117	0.300652649	0.314	0.103	6.09E-113	R12	Col6a3
3.23E-97	0.38785746	0.513	0.265	5.20E-93	R12	Fstl1
5.51E-86	0.108395154	0.109	0.02	8.85E-82	R12	Postn
5.68E-81	0.128353538	0.132	0.029	9.13E-77	R12	Col6a1
4.70E-69	0.227318657	0.254	0.097	7.56E-65	R12	Fbn1
1.57E-55	0.172448771	0.163	0.053	2.52E-51	R12	Ndrg1
8.57E-52	0.145691932	0.195	0.072	1.38E-47	R12	Atp2b4
1.01E-48	0.324092358	0.426	0.262	1.63E-44	R12	Fn1
1.23E-42	0.299234378	0.602	0.468	1.97E-38	R12	Rrbp1
1.85E-40	0.268920115	0.433	0.279	2.97E-36	R12	Col5a2
2.05E-40	0.248802993	0.584	0.387	3.29E-36	R12	Igfbp5
7.65E-37	0.203208926	0.358	0.207	1.23E-32	R12	Scd2
4.43E-36	0.120640726	0.143	0.055	7.11E-32	R12	Col8a1
1.15E-32	0.200242795	0.289	0.162	1.84E-28	R12	Plod2
7.84E-32	0.240636253	0.531	0.391	1.26E-27	R12	Marcks
2.13E-30	0.169181028	0.258	0.14	3.42E-26	R12	Col4a1
3.88E-29	0.278137575	0.564	0.434	6.23E-25	R12	Neat1
1.87E-26	0.147607777	0.234	0.128	3.00E-22	R12	Crip1
8.72E-26	0.121852553	0.175	0.086	1.40E-21	R12	Sdc2
5.84E-22	0.125560658	0.187	0.101	9.38E-18	R12	Fbln2
7.75E-19	0.124210568	0.2	0.116	1.25E-14	R12	Ext1
3.02E-18	0.172395756	0.324	0.227	4.85E-14	R12	Timp3
7.41E-18	0.1288707	0.705	0.599	1.19E-13	R12	Zbtb20
3.75E-17	0.177622502	0.511	0.416	6.02E-13	R12	Ncam1
7.00E-17	0.100942565	0.18	0.102	1.12E-12	R12	Igsf3
7.97E-14	0.105382037	0.253	0.166	1.28E-09	R12	H19
1.87E-13	0.101268804	0.179	0.11	3.00E-09	R12	Col4a2
7.21E-12	0.107866093	0.236	0.163	1.16E-07	R12	Tcf25
8.94E-11	0.111331911	0.251	0.182	1.44E-06	R12	Dpysl3
3.37E-10	0.110891444	0.31	0.236	5.41E-06	R12	Nav1
4.44E-09	0.102988148	0.195	0.139	7.14E-05	R12	Vcan
1.42E-08	0.109276602	0.389	0.323	0.00022875	R12	Pnisr
0	0.987954722	0.989	0.01	0	R13	Lix1
2.28E-68	0.613652688	0.789	0.389	3.66E-64	R13	Igfbp5
5.58E-39	0.475157857	0.812	0.6	8.96E-35	R13	Zbtb20
9.51E-30	0.368417096	0.906	0.75	1.53E-25	R13	Sparc
2.55E-22	0.16612625	0.199	0.068	4.10E-18	R13	Mest
7.14E-20	0.332649425	0.407	0.232	1.15E-15	R13	Dag1
2.09E-17	0.336068361	0.553	0.416	3.36E-13	R13	Ttc3
7.06E-14	0.329464471	0.501	0.386	1.13E-09	R13	Nfix
7.44E-14	0.258073523	0.427	0.281	1.20E-09	R13	Arhgef2
2.41E-13	0.244416754	0.51	0.349	3.88E-09	R13	Col3a1
4.32E-12	0.167202286	0.217	0.105	6.95E-08	R13	C1qtnf3
8.63E-11	0.295416059	0.464	0.369	1.39E-06	R13	Slc6a6
2.44E-10	0.26757543	0.507	0.394	3.93E-06	R13	Marcks
3.01E-09	0.130829722	0.157	0.075	4.83E-05	R13	Notch1
4.30E-09	0.259839898	0.35	0.247	6.91E-05	R13	Slf2
2.61E-07	0.102551621	0.117	0.055	0.004188862	R13	Lrrc17
7.91E-07	0.142673395	0.179	0.104	0.012703688	R13	Igsf3
2.38E-06	0.127235378	0.154	0.087	0.038313683	R13	Cavin2
0	0.957911989	0.992	0.006	0	R14	Itm2a
1.39E-96	0.608990618	0.795	0.388	2.24E-92	R14	Igfbp5
2.00E-88	0.597405084	0.868	0.598	3.21E-84	R14	Zbtb20
2.75E-52	0.379590777	0.93	0.749	4.41E-48	R14	Sparc
1.31E-42	0.214408266	0.219	0.067	2.10E-38	R14	Mest
6.79E-42	0.141987779	0.124	0.026	1.09E-37	R14	Parm1
7.32E-34	0.355930667	0.593	0.392	1.18E-29	R14	Marcks
4.48E-32	0.317753793	0.434	0.231	7.20E-28	R14	Dag1
7.23E-30	0.354128848	0.55	0.347	1.16E-25	R14	Col3a1
5.12E-28	0.298258866	0.428	0.246	8.23E-24	R14	Slf2
4.91E-27	0.142415932	0.171	0.058	7.89E-23	R14	Plxna2
5.54E-26	0.107587618	0.124	0.036	8.91E-22	R14	Lpar4
4.31E-24	0.228599618	0.331	0.166	6.92E-20	R14	H19
1.14E-22	0.304265404	0.564	0.415	1.83E-18	R14	Ttc3
2.19E-22	0.130790747	0.153	0.055	3.52E-18	R14	Lrrc17
1.16E-21	0.150824508	0.184	0.074	1.87E-17	R14	Zfp36l1
2.70E-19	0.161336398	0.225	0.103	4.34E-15	R14	Ccdc80
3.30E-18	0.154383974	0.192	0.086	5.30E-14	R14	Cavin2
