region	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
chr8:120212507-120214618	6.53E-14	0.847564089	0.231	0.062	1.80E-08	A18
chr1:125507973-125509624	6.69E-14	0.834084358	0.273	0.083	1.84E-08	A18
chr7:68263412-68264965	6.95E-14	0.78535972	0.264	0.077	1.91E-08	A18
chr15:61157461-61159026	6.98E-14	0.812379863	0.264	0.078	1.92E-08	A18
chr14:27174073-27175718	7.11E-14	0.824634139	0.281	0.088	1.96E-08	A18
chr5:51607537-51608556	7.40E-14	0.872423368	0.207	0.052	2.04E-08	A18
chr2:155282836-155285139	7.52E-14	0.784659771	0.256	0.073	2.07E-08	A18
chr5:116036482-116037238	7.82E-14	1.101199203	0.14	0.027	2.16E-08	A18
chr5:35701834-35704211	8.17E-14	1.105724063	0.149	0.03	2.25E-08	A18
chr2:120146573-120148642	8.45E-14	0.986448711	0.19	0.046	2.33E-08	A18
chr9:121386451-121388873	8.72E-14	0.946363257	0.182	0.042	2.40E-08	A18
chr8:70312536-70318527	9.12E-14	0.570334774	0.463	0.188	2.51E-08	A18
chr2:167695198-167696959	9.20E-14	0.952889141	0.207	0.053	2.54E-08	A18
chr1:171469661-171471738	9.67E-14	0.688402428	0.355	0.127	2.67E-08	A18
chr10:61964780-61966008	9.92E-14	0.849846025	0.207	0.052	2.73E-08	A18
chr8:68275446-68277735	1.00E-13	0.598898765	0.421	0.16	2.76E-08	A18
chr10:43694266-43695133	1.03E-13	1.227051477	0.116	0.02	2.84E-08	A18
chr10:13842770-13843319	1.04E-13	1.152225167	0.107	0.017	2.87E-08	A18
chr19:46617979-46625890	1.10E-13	0.634657536	0.397	0.15	3.02E-08	A18
chr8:70666348-70667586	1.13E-13	0.933312509	0.198	0.05	3.10E-08	A18
chr13:45213206-45214292	1.13E-13	1.178278987	0.116	0.02	3.12E-08	A18
chr5:122621025-122622240	1.14E-13	0.69949347	0.306	0.097	3.15E-08	A18
chr19:47447930-47449334	1.19E-13	1.159969789	0.157	0.034	3.27E-08	A18
chr7:46095469-46097073	1.19E-13	1.212268719	0.132	0.025	3.29E-08	A18
chr10:41582975-41583687	1.19E-13	1.123553873	0.14	0.028	3.29E-08	A18
chr15:31292257-31293916	1.28E-13	0.952408591	0.174	0.039	3.51E-08	A18
chr9:103431843-103432964	1.29E-13	0.681592178	0.355	0.128	3.57E-08	A18
chr8:13180860-13182613	1.32E-13	1.288199572	0.116	0.02	3.64E-08	A18
chr11:47376988-47378245	1.41E-13	1.011960943	0.182	0.043	3.88E-08	A18
chr11:86944129-86945499	1.54E-13	1.145971088	0.14	0.028	4.24E-08	A18
chr15:78509292-78512377	1.62E-13	0.714698853	0.306	0.099	4.47E-08	A18
chr9:50451309-50453153	1.64E-13	0.58260762	0.438	0.173	4.52E-08	A18
chr5:93136680-93137810	1.67E-13	0.670620805	0.306	0.096	4.60E-08	A18
chr8:25554336-25556231	1.73E-13	0.640368797	0.38	0.14	4.77E-08	A18
chr16:21292689-21295887	1.74E-13	0.524058516	0.504	0.213	4.79E-08	A18
chr17:44672169-44673417	1.79E-13	1.28134554	0.116	0.02	4.94E-08	A18
chr15:64344975-64346187	1.86E-13	1.081158917	0.157	0.034	5.14E-08	A18
chr1:118444405-118446223	1.91E-13	0.980354845	0.157	0.034	5.27E-08	A18
chr2:164036370-164037420	1.93E-13	0.768648439	0.248	0.07	5.33E-08	A18
chr4:126236584-126239313	1.98E-13	0.793153027	0.289	0.094	5.46E-08	A18
chr1:180185339-180187555	2.05E-13	0.82992976	0.198	0.049	5.66E-08	A18
chr3:108322790-108323629	2.08E-13	0.980231761	0.19	0.047	5.73E-08	A18
chr18:4993651-4995030	2.15E-13	0.815205632	0.231	0.064	5.93E-08	A18
chr8:105317281-105319252	2.19E-13	0.774785605	0.24	0.067	6.03E-08	A18
chr1:59417618-59419038	2.22E-13	1.218488741	0.124	0.023	6.13E-08	A18
chr5:48331401-48332042	2.24E-13	1.143541174	0.149	0.031	6.17E-08	A18
chr8:85487079-85490526	2.27E-13	0.992867773	0.165	0.037	6.25E-08	A18
chr14:55795566-55796671	2.29E-13	0.981893944	0.174	0.04	6.30E-08	A18
chr10:83906603-83907402	2.33E-13	1.102604007	0.14	0.028	6.41E-08	A18
chr15:77003081-77004662	2.34E-13	0.830001411	0.231	0.064	6.46E-08	A18
chr5:66594191-66595513	2.60E-13	1.272244952	0.124	0.023	7.17E-08	A18
chr5:148271219-148273161	2.62E-13	0.822327318	0.223	0.061	7.23E-08	A18
chr4:133388820-133392503	2.63E-13	0.622351842	0.331	0.109	7.26E-08	A18
chr2:27434823-27436919	2.64E-13	1.099544493	0.157	0.034	7.28E-08	A18
chr10:18872722-18873897	2.65E-13	1.031365298	0.157	0.034	7.29E-08	A18
chr9:90181802-90188085	2.68E-13	0.531526251	0.488	0.204	7.40E-08	A18
chr3:88131961-88134212	2.74E-13	0.779818512	0.281	0.089	7.54E-08	A18
chr15:67080478-67081493	2.82E-13	1.022867956	0.132	0.025	7.78E-08	A18
chr6:88730489-88732788	2.85E-13	1.087869559	0.149	0.031	7.84E-08	A18
chr19:21585517-21586579	3.08E-13	0.99739897	0.149	0.031	8.48E-08	A18
chr4:107010975-107013649	3.08E-13	0.607964393	0.413	0.164	8.50E-08	A18
chr19:10260437-10265578	3.13E-13	0.705528317	0.314	0.105	8.63E-08	A18
chr9:14839461-14840441	3.28E-13	1.060476195	0.157	0.034	9.05E-08	A18
chr5:64367179-64368996	3.29E-13	0.737338326	0.281	0.087	9.07E-08	A18
chr2:29665473-29668536	3.50E-13	0.804476931	0.24	0.069	9.64E-08	A18
chr9:106677591-106679789	3.64E-13	1.017887927	0.19	0.048	1.00E-07	A18
chr11:100046248-100047126	3.76E-13	0.9880361	0.157	0.034	1.04E-07	A18
chr4:141670074-141671097	3.80E-13	1.020610575	0.165	0.038	1.05E-07	A18
chr19:10757100-10760916	3.86E-13	1.138806233	0.149	0.032	1.06E-07	A18
chr1:156666634-156669731	3.87E-13	0.63370497	0.372	0.139	1.07E-07	A18
chr5:73565888-73567535	3.99E-13	1.137839119	0.116	0.02	1.10E-07	A18
chr4:117946357-117948285	4.06E-13	0.592769411	0.405	0.154	1.12E-07	A18
chr11:116346603-116350274	4.06E-13	0.756003701	0.264	0.08	1.12E-07	A18
chr9:104269412-104270457	4.10E-13	1.107914604	0.107	0.018	1.13E-07	A18
chr8:79575811-79576790	4.11E-13	1.036574742	0.19	0.049	1.13E-07	A18
chr1:166126764-166129103	4.22E-13	0.845154394	0.223	0.061	1.16E-07	A18
chr2:94089795-94090611	4.24E-13	1.2747647	0.116	0.021	1.17E-07	A18
chr17:64716123-64716972	4.29E-13	1.02444622	0.174	0.041	1.18E-07	A18
chr3:89410848-89412559	4.31E-13	0.877758603	0.223	0.062	1.19E-07	A18
chr12:104041128-104042324	4.37E-13	0.626137746	0.372	0.136	1.20E-07	A18
chr1:182054792-182055863	4.63E-13	0.891162879	0.207	0.054	1.27E-07	A18
chr4:134308418-134312395	4.65E-13	0.991477384	0.157	0.034	1.28E-07	A18
chr10:118639912-118641677	4.67E-13	0.724243206	0.281	0.088	1.29E-07	A18
chr2:29727576-29734760	4.78E-13	0.680807233	0.322	0.111	1.32E-07	A18
chr7:102097779-102103337	4.83E-13	0.76365388	0.281	0.09	1.33E-07	A18
chr11:101841690-101843293	5.05E-13	0.803109907	0.223	0.061	1.39E-07	A18
chr3:55192763-55193739	5.09E-13	1.181093129	0.116	0.021	1.40E-07	A18
chr2:155612782-155614708	5.12E-13	1.038876918	0.19	0.049	1.41E-07	A18
chr1:191170012-191171802	5.25E-13	1.231881623	0.116	0.021	1.45E-07	A18
chr6:72382630-72384123	5.34E-13	0.748958955	0.256	0.077	1.47E-07	A18
chr4:53614574-53615506	5.43E-13	0.869476651	0.207	0.054	1.50E-07	A18
chr10:19167356-19168900	5.70E-13	0.715470283	0.289	0.093	1.57E-07	A18
chr2:156323590-156325220	5.77E-13	1.175081948	0.132	0.026	1.59E-07	A18
chr8:94376655-94378504	5.86E-13	0.735033187	0.306	0.104	1.61E-07	A18
chr18:80239775-80241001	5.91E-13	1.207901523	0.116	0.021	1.63E-07	A18
chr3:79237536-79238551	6.02E-13	1.191276578	0.124	0.023	1.66E-07	A18
chr5:140044949-140047693	6.38E-13	1.109403731	0.14	0.029	1.76E-07	A18
chr2:31191092-31193331	6.39E-13	1.258546237	0.107	0.018	1.76E-07	A18
chr1:133068082-133070092	6.47E-13	0.626684898	0.347	0.122	1.78E-07	A18
chr15:99834086-99836036	6.52E-13	0.878690668	0.223	0.063	1.80E-07	A18
chr12:104067435-104068064	6.56E-13	1.077627443	0.149	0.032	1.81E-07	A18
chr11:88488200-88490430	6.97E-13	1.099703017	0.149	0.032	1.92E-07	A18
chr5:53525380-53526213	7.24E-13	1.041740208	0.165	0.038	2.00E-07	A18
chr1:16960968-16961875	7.45E-13	1.114399381	0.116	0.021	2.05E-07	A18
chr4:141643213-141644114	7.69E-13	1.056906943	0.174	0.042	2.12E-07	A18
chr9:58495932-58499596	7.82E-13	0.689532128	0.331	0.118	2.15E-07	A18
chr14:20650804-20652096	8.27E-13	1.109454379	0.14	0.029	2.28E-07	A18
chr15:76484179-76486614	9.30E-13	0.690378222	0.306	0.103	2.56E-07	A18
chr4:56643642-56645471	9.45E-13	0.834256079	0.223	0.063	2.60E-07	A18
chr4:148579978-148582253	9.62E-13	1.031752222	0.149	0.032	2.65E-07	A18
chr8:75061460-75063725	9.73E-13	1.1237837	0.107	0.018	2.68E-07	A18
chr7:44817620-44820480	9.74E-13	0.659300844	0.331	0.116	2.68E-07	A18
chr4:134077038-134079183	9.86E-13	1.173699565	0.132	0.027	2.72E-07	A18
chr12:33009676-33010357	9.94E-13	1.232728996	0.116	0.021	2.74E-07	A18
chr4:99341956-99344574	9.96E-13	0.705367341	0.298	0.098	2.75E-07	A18
chr14:55193544-55195118	1.07E-12	1.088952602	0.157	0.036	2.94E-07	A18
chr2:25471518-25474441	1.08E-12	1.051772754	0.149	0.032	2.96E-07	A18
chr13:55107312-55108338	1.09E-12	0.819872403	0.248	0.076	3.00E-07	A18
chr4:58713980-58714835	1.09E-12	1.115719737	0.14	0.03	3.00E-07	A18
chr15:6404022-6404712	1.10E-12	1.291980326	0.116	0.021	3.03E-07	A18
chr11:99146844-99148693	1.10E-12	0.900442235	0.174	0.041	3.03E-07	A18
chr9:75434231-75436459	1.10E-12	0.619946677	0.364	0.135	3.04E-07	A18
chr2:150979637-150980393	1.12E-12	1.198403997	0.107	0.019	3.09E-07	A18
chr6:91545816-91546701	1.12E-12	1.27040302	0.107	0.019	3.10E-07	A18
chr12:99328628-99330344	1.12E-12	1.249891822	0.107	0.019	3.10E-07	A18
chr17:46003402-46004810	1.13E-12	0.635295279	0.372	0.144	3.10E-07	A18
chr8:121561798-121563661	1.15E-12	1.069157137	0.149	0.033	3.18E-07	A18
chr7:16102698-16105024	1.16E-12	0.99743236	0.174	0.042	3.19E-07	A18
chr6:137470999-137471640	1.23E-12	1.172807722	0.116	0.021	3.38E-07	A18
chr17:49487971-49490339	1.23E-12	0.684724879	0.314	0.108	3.38E-07	A18
chr1:87190291-87192736	1.23E-12	0.596304049	0.405	0.161	3.39E-07	A18
chr6:128233959-128235258	1.24E-12	1.110634155	0.132	0.027	3.41E-07	A18
chr13:50050281-50052348	1.24E-12	0.922534257	0.198	0.053	3.43E-07	A18
chr14:27241830-27243062	1.28E-12	0.71909365	0.314	0.111	3.52E-07	A18
chr9:70914439-70915820	1.28E-12	0.782003469	0.215	0.058	3.52E-07	A18
chr12:100810338-100811083	1.32E-12	1.184650634	0.107	0.019	3.64E-07	A18
chr5:103952376-103954104	1.36E-12	0.926952424	0.198	0.053	3.76E-07	A18
chr3:90071490-90073092	1.37E-12	1.249333116	0.107	0.019	3.77E-07	A18
chr5:114154460-114156383	1.45E-12	0.985503798	0.165	0.039	3.98E-07	A18
chr14:54994339-54998289	1.45E-12	0.71318544	0.256	0.077	4.00E-07	A18
chr14:31555020-31558394	1.46E-12	0.716846803	0.264	0.082	4.01E-07	A18
chr19:47427514-47429593	1.46E-12	1.037014238	0.132	0.027	4.02E-07	A18
chr2:5165574-5167163	1.48E-12	0.902815636	0.207	0.057	4.07E-07	A18
chr1:180606834-180608073	1.51E-12	1.318203395	0.107	0.019	4.16E-07	A18
chr11:89002572-89004353	1.52E-12	1.017697626	0.157	0.036	4.17E-07	A18
chr11:96837007-96838579	1.52E-12	0.798949348	0.248	0.075	4.19E-07	A18
chr3:89577227-89580951	1.55E-12	0.644113429	0.322	0.111	4.28E-07	A18
chr6:120794918-120796644	1.59E-12	1.097437321	0.116	0.021	4.38E-07	A18
chr2:91632055-91637286	1.61E-12	0.734717817	0.289	0.097	4.44E-07	A18
chr2:163607096-163608453	1.62E-12	1.061465684	0.14	0.03	4.48E-07	A18
chr13:97940676-97941391	1.68E-12	1.150332508	0.107	0.019	4.63E-07	A18
chr13:43524426-43526785	1.70E-12	0.803187094	0.256	0.081	4.68E-07	A18
chr11:8579382-8580520	1.72E-12	0.781535886	0.273	0.09	4.73E-07	A18
chr3:101550617-101552528	1.86E-12	0.562596683	0.43	0.176	5.11E-07	A18
chr2:4568315-4569581	1.87E-12	0.878161225	0.198	0.053	5.15E-07	A18
chr7:98800577-98802093	2.00E-12	1.081393997	0.132	0.027	5.51E-07	A18
chr8:83976063-83981914	2.00E-12	0.586988805	0.397	0.156	5.51E-07	A18
chr8:77031160-77031742	2.02E-12	0.922407735	0.182	0.046	5.56E-07	A18
chr3:107546628-107547617	2.10E-12	1.277351083	0.107	0.019	5.77E-07	A18
chr5:100750618-100752295	2.10E-12	0.893315396	0.174	0.042	5.79E-07	A18
chr11:88230722-88232191	2.10E-12	0.53069095	0.463	0.194	5.80E-07	A18
chr6:113507233-113509640	2.15E-12	0.525789303	0.438	0.173	5.92E-07	A18
chr2:84831056-84832481	2.16E-12	0.787508079	0.248	0.076	5.95E-07	A18
chr9:106405043-106407304	2.21E-12	0.555065339	0.421	0.169	6.10E-07	A18
chr7:97446347-97447794	2.30E-12	0.701621828	0.306	0.106	6.35E-07	A18
chr4:120749363-120752091	2.44E-12	0.966186426	0.149	0.033	6.73E-07	A18
chr11:29777754-29778495	2.45E-12	1.096386057	0.14	0.03	6.74E-07	A18
chr9:107323429-107324391	2.55E-12	1.08903701	0.124	0.024	7.04E-07	A18
chr8:70722428-70724651	2.62E-12	1.226041994	0.132	0.028	7.22E-07	A18
chr2:156729908-156732850	2.70E-12	0.777957024	0.231	0.067	7.44E-07	A18
chr18:32440568-32443044	2.81E-12	0.641735516	0.322	0.112	7.75E-07	A18
chr7:80078534-80079570	2.85E-12	0.915074715	0.19	0.05	7.84E-07	A18
chr18:80276788-80281587	2.88E-12	0.766385406	0.256	0.081	7.94E-07	A18
chr17:26225010-26226250	2.90E-12	0.871130581	0.182	0.046	7.99E-07	A18
chr3:45297353-45297839	2.96E-12	1.037718538	0.14	0.03	8.15E-07	A18
chr2:27074801-27076250	3.01E-12	0.831361424	0.19	0.049	8.30E-07	A18
chr11:5798696-5804584	3.04E-12	0.705226032	0.273	0.088	8.39E-07	A18
chr14:12184757-12185551	3.12E-12	1.19713144	0.107	0.019	8.59E-07	A18
chr17:29457478-29460757	3.31E-12	0.504926862	0.488	0.213	9.13E-07	A18
chr19:4419487-4421115	3.33E-12	0.808576429	0.223	0.065	9.17E-07	A18
chr6:82750913-82752159	3.34E-12	1.006755732	0.116	0.022	9.22E-07	A18
chr7:127710792-127713535	3.42E-12	0.591674806	0.405	0.167	9.41E-07	A18
chr1:91349920-91351920	3.50E-12	0.651299037	0.355	0.138	9.64E-07	A18
chr13:52138181-52140167	3.50E-12	0.973059955	0.14	0.03	9.65E-07	A18
chr7:128003488-128005412	3.56E-12	0.768003857	0.256	0.081	9.80E-07	A18
chr16:92948218-92949215	3.65E-12	1.063470089	0.165	0.041	1.01E-06	A18
chr5:32070686-32072145	3.65E-12	1.011318547	0.149	0.033	1.01E-06	A18
chr13:70590062-70590909	3.68E-12	1.025501704	0.149	0.033	1.01E-06	A18
chr8:125384426-125386276	3.77E-12	0.740431106	0.264	0.085	1.04E-06	A18
chr6:112860757-112863210	3.90E-12	0.546489866	0.43	0.178	1.07E-06	A18
chr7:27559571-27561859	3.98E-12	0.574099337	0.405	0.163	1.10E-06	A18
chr5:122528616-122530801	3.99E-12	1.069643453	0.14	0.031	1.10E-06	A18
chr4:148878093-148879783	4.01E-12	1.160659365	0.116	0.022	1.11E-06	A18
chr9:121341244-121343753	4.18E-12	0.739927106	0.231	0.067	1.15E-06	A18
chr12:84154077-84155767	4.29E-12	0.709797097	0.273	0.088	1.18E-06	A18
chr6:134953858-134954735	4.62E-12	0.910540295	0.165	0.04	1.27E-06	A18
chr6:87786744-87792934	4.65E-12	0.616140922	0.355	0.134	1.28E-06	A18
chr18:47150899-47152280	5.01E-12	1.240661895	0.116	0.022	1.38E-06	A18
chr6:88914742-88916843	5.10E-12	0.957947086	0.174	0.044	1.41E-06	A18
chr6:135102711-135103973	5.13E-12	0.883788287	0.174	0.043	1.41E-06	A18
chr13:107077927-107078757	5.21E-12	1.08523523	0.116	0.022	1.43E-06	A18
chr12:79044304-79045513	5.30E-12	0.790363732	0.24	0.073	1.46E-06	A18
chr11:102626335-102629053	5.37E-12	0.803386593	0.207	0.057	1.48E-06	A18
chr9:71578765-71580502	5.38E-12	0.615576245	0.331	0.117	1.48E-06	A18
chr4:151408193-151409727	5.55E-12	0.784638555	0.24	0.073	1.53E-06	A18
chr5:102783450-102784069	5.61E-12	1.082602543	0.132	0.028	1.55E-06	A18
chr13:117235271-117236117	6.00E-12	1.065522814	0.116	0.022	1.65E-06	A18
chr11:32617862-32619935	6.06E-12	0.795590398	0.223	0.065	1.67E-06	A18
chr11:67077586-67081817	6.08E-12	0.66086637	0.322	0.117	1.67E-06	A18
chr1:74293569-74294585	6.18E-12	1.180804249	0.107	0.019	1.70E-06	A18
chr11:109621947-109623426	6.21E-12	0.914566903	0.182	0.047	1.71E-06	A18
chr19:21328560-21330193	6.31E-12	1.071039723	0.14	0.031	1.74E-06	A18
chr17:86209449-86210387	6.45E-12	1.097912117	0.124	0.025	1.78E-06	A18
chr1:133981283-133981837	6.58E-12	1.08759492	0.132	0.028	1.81E-06	A18
chr15:12749040-12750344	6.77E-12	0.926064579	0.157	0.037	1.87E-06	A18
chr11:29793948-29795499	7.18E-12	1.001172159	0.132	0.028	1.98E-06	A18
chr19:46607148-46608912	7.33E-12	1.039980795	0.132	0.028	2.02E-06	A18
chr16:24205208-24207031	7.42E-12	0.784172283	0.264	0.088	2.04E-06	A18
chr11:53524407-53526495	7.62E-12	0.813158076	0.19	0.05	2.10E-06	A18
chr1:191295737-191300368	7.80E-12	0.52054652	0.438	0.182	2.15E-06	A18
chr1:92876476-92885554	7.91E-12	0.56532255	0.355	0.131	2.18E-06	A18
chr8:110676360-110677690	8.02E-12	1.136268948	0.132	0.028	2.21E-06	A18
chr6:108699348-108701387	8.03E-12	0.926627474	0.182	0.048	2.21E-06	A18
chr5:131557673-131559386	8.09E-12	1.039212397	0.116	0.022	2.23E-06	A18
chr7:46282799-46286195	8.56E-12	1.013258272	0.157	0.038	2.36E-06	A18
chr5:134231093-134232978	8.76E-12	1.088932352	0.107	0.02	2.41E-06	A18
chr2:75682456-75684242	8.81E-12	0.771523983	0.256	0.084	2.43E-06	A18
chr15:55213402-55214261	8.82E-12	1.103438254	0.124	0.025	2.43E-06	A18
chr8:57610829-57611868	8.84E-12	0.984691227	0.174	0.045	2.44E-06	A18
chr15:7933807-7934860	9.04E-12	0.815421257	0.182	0.047	2.49E-06	A18
chr11:88154424-88157682	9.08E-12	0.600714128	0.347	0.13	2.50E-06	A18
chr8:23134046-23141891	9.55E-12	0.58101909	0.38	0.151	2.63E-06	A18
chr17:10325794-10327658	9.72E-12	0.53454873	0.421	0.173	2.68E-06	A18
chr4:150900394-150902682	9.76E-12	0.840091561	0.215	0.063	2.69E-06	A18
chr9:120546509-120547968	9.76E-12	1.002450477	0.165	0.041	2.69E-06	A18
chr6:99384824-99385785	1.00E-11	1.051365389	0.14	0.031	2.75E-06	A18
chr2:152909734-152912792	1.01E-11	0.568524734	0.405	0.168	2.79E-06	A18
chr2:25986358-25987568	1.05E-11	1.249186073	0.107	0.02	2.88E-06	A18
chr13:45345425-45346201	1.05E-11	0.946005308	0.165	0.041	2.90E-06	A18
chr2:91971006-91972673	1.08E-11	1.152823769	0.116	0.023	2.96E-06	A18
chr9:114666910-114668628	1.08E-11	1.059458113	0.124	0.025	2.97E-06	A18
chr17:62414928-62415707	1.08E-11	1.114432782	0.14	0.032	2.98E-06	A18
chr9:56097542-56098310	1.09E-11	1.187881025	0.116	0.023	2.99E-06	A18
chr8:121572073-121574041	1.09E-11	0.568509269	0.397	0.163	3.00E-06	A18
chr6:86598753-86601131	1.09E-11	0.559162888	0.38	0.149	3.02E-06	A18
chr2:164860738-164862920	1.12E-11	0.960399254	0.157	0.038	3.07E-06	A18
chr11:110633094-110634161	1.12E-11	0.762974274	0.19	0.05	3.08E-06	A18
chr13:93143804-93145039	1.13E-11	0.963959926	0.14	0.031	3.11E-06	A18
chr1:89231675-89232683	1.18E-11	1.015666154	0.124	0.025	3.24E-06	A18
chr8:12804170-12807242	1.30E-11	0.667952332	0.289	0.099	3.58E-06	A18
chr6:113653877-113655698	1.35E-11	1.082242823	0.14	0.032	3.71E-06	A18
chr12:100527672-100530473	1.43E-11	0.755488594	0.248	0.079	3.93E-06	A18
chr5:53265536-53268804	1.44E-11	0.508856693	0.455	0.198	3.96E-06	A18
chr4:134883000-134885440	1.46E-11	0.643963515	0.314	0.114	4.03E-06	A18
chr12:79837829-79839313	1.48E-11	0.879037303	0.165	0.041	4.07E-06	A18
chr5:110605789-110610857	1.62E-11	0.53526975	0.43	0.185	4.47E-06	A18
chr4:140914371-140915799	1.67E-11	0.767112882	0.19	0.051	4.61E-06	A18
chr11:74436794-74440490	1.68E-11	0.675981993	0.289	0.101	4.63E-06	A18
chr16:76815878-76817184	1.69E-11	0.514373918	0.438	0.186	4.66E-06	A18
chr5:103789323-103790348	1.80E-11	0.73416192	0.24	0.074	4.97E-06	A18
chr2:30400635-30404210	1.80E-11	0.503335229	0.43	0.174	4.97E-06	A18
chr7:144479388-144481307	1.84E-11	1.197064229	0.107	0.02	5.06E-06	A18
chr18:75675264-75676689	1.85E-11	0.740472286	0.223	0.066	5.09E-06	A18
chr6:126482895-126484072	1.86E-11	0.572251427	0.388	0.161	5.13E-06	A18
chr4:155462678-155466600	1.87E-11	0.72808491	0.24	0.075	5.14E-06	A18
chr9:118699313-118700353	1.88E-11	1.130850375	0.107	0.02	5.17E-06	A18
chr15:36987270-36989045	1.88E-11	1.164520757	0.116	0.023	5.18E-06	A18
chr12:102190455-102192296	1.91E-11	0.598245128	0.339	0.127	5.26E-06	A18
chr4:84016581-84020064	1.91E-11	0.697318749	0.264	0.087	5.28E-06	A18
chr1:36469317-36470623	1.92E-11	0.716932163	0.256	0.083	5.28E-06	A18
chr15:99940150-99942505	1.93E-11	0.803047651	0.207	0.059	5.32E-06	A18
chr12:108667808-108669319	2.02E-11	1.051508652	0.132	0.029	5.58E-06	A18
chr18:61789581-61791081	2.04E-11	0.912222195	0.174	0.045	5.62E-06	A18
chr13:44540939-44541851	2.13E-11	0.716076467	0.281	0.098	5.87E-06	A18
chr10:41678600-41679428	2.16E-11	0.777874909	0.231	0.072	5.96E-06	A18
chr10:78304655-78310660	2.26E-11	0.565949	0.355	0.136	6.22E-06	A18
chr9:46067263-46068233	2.29E-11	0.752141763	0.223	0.067	6.31E-06	A18
chr17:56683638-56685717	2.29E-11	1.159898482	0.116	0.023	6.31E-06	A18
chr4:120144131-120145026	2.35E-11	0.931922741	0.182	0.049	6.47E-06	A18
chr14:61258355-61259163	2.38E-11	1.021499366	0.132	0.029	6.57E-06	A18
chr18:35383199-35384286	2.39E-11	0.754414549	0.256	0.086	6.58E-06	A18
chr14:59624624-59626870	2.41E-11	0.903853335	0.165	0.042	6.64E-06	A18
chr11:88704782-88705600	2.43E-11	1.200789999	0.107	0.02	6.70E-06	A18
chr1:135798361-135801725	2.47E-11	0.688049782	0.24	0.074	6.81E-06	A18
chr6:87074964-87075568	2.50E-11	0.966680457	0.124	0.026	6.88E-06	A18
chr11:105120280-105121221	2.53E-11	1.08694502	0.14	0.032	6.97E-06	A18
chr8:83035856-83038083	2.56E-11	0.666246706	0.248	0.077	7.06E-06	A18
chr9:58008195-58009842	2.57E-11	0.596506464	0.347	0.134	7.07E-06	A18
chr8:95393552-95399872	2.59E-11	0.700713606	0.264	0.088	7.14E-06	A18
chr9:21720726-21722111	2.64E-11	0.96510319	0.165	0.042	7.28E-06	A18
chr5:73103254-73104418	2.68E-11	0.890902125	0.165	0.042	7.37E-06	A18
chr9:66162229-66163705	2.69E-11	0.91828936	0.157	0.038	7.41E-06	A18
chr15:39019550-39021419	2.87E-11	1.033482026	0.149	0.036	7.90E-06	A18
chr5:121609174-121610410	2.89E-11	0.976229928	0.149	0.035	7.98E-06	A18
chr6:82853892-82854684	2.95E-11	0.610137395	0.331	0.125	8.14E-06	A18
chr17:71993008-71996054	2.99E-11	0.742910014	0.231	0.072	8.24E-06	A18
chr9:61442922-61444261	3.09E-11	1.084600717	0.132	0.029	8.52E-06	A18
chr1:131088400-131091835	3.11E-11	0.560096967	0.388	0.161	8.56E-06	A18
chr1:8320352-8321045	3.14E-11	1.038544211	0.124	0.026	8.65E-06	A18
chr1:131613267-131614892	3.18E-11	1.050498747	0.124	0.026	8.75E-06	A18
chr15:27550686-27553119	3.18E-11	0.763713661	0.198	0.056	8.77E-06	A18
chr7:4512955-4515434	3.19E-11	0.58715573	0.339	0.127	8.79E-06	A18
chr15:68286764-68287793	3.19E-11	0.978000705	0.165	0.043	8.80E-06	A18
chr19:40376981-40378773	3.22E-11	1.001589388	0.157	0.039	8.87E-06	A18
chr18:73533297-73533537	3.32E-11	0.594256791	0.331	0.123	9.14E-06	A18
chr14:34571376-34575622	3.35E-11	0.799262	0.223	0.069	9.22E-06	A18
chr1:75368697-75372147	3.39E-11	0.514730154	0.438	0.191	9.33E-06	A18
chr19:42010158-42011923	3.42E-11	0.897847684	0.157	0.038	9.42E-06	A18
chr11:119303884-119308387	3.49E-11	0.590865676	0.331	0.124	9.61E-06	A18
chr10:127353635-127354839	3.61E-11	1.027213014	0.124	0.026	9.95E-06	A18
chr10:71291073-71292896	3.67E-11	0.602226296	0.339	0.13	1.01E-05	A18
chr3:89593287-89595281	3.73E-11	0.564604567	0.355	0.138	1.03E-05	A18
chr2:152784828-152786496	3.74E-11	0.721664101	0.231	0.072	1.03E-05	A18
chr17:67170616-67171691	3.89E-11	1.139227436	0.116	0.024	1.07E-05	A18
chr2:181383805-181387460	3.97E-11	0.66078327	0.256	0.083	1.09E-05	A18
chr1:134320389-134324785	4.07E-11	0.611586469	0.306	0.11	1.12E-05	A18
chr19:53648678-53650803	4.11E-11	0.646363051	0.306	0.112	1.13E-05	A18
chr14:32684558-32686352	4.32E-11	1.075770852	0.116	0.023	1.19E-05	A18
chr10:59799257-59801975	4.51E-11	0.727133915	0.231	0.072	1.24E-05	A18
chr18:44298249-44299124	4.58E-11	1.081658154	0.107	0.021	1.26E-05	A18
chr4:134596361-134599291	4.61E-11	0.653866027	0.281	0.097	1.27E-05	A18
chr16:50783373-50784858	4.71E-11	0.974911958	0.14	0.033	1.30E-05	A18
chr10:80772352-80775452	4.75E-11	0.572075967	0.347	0.134	1.31E-05	A18
chr8:94295563-94297993	4.75E-11	0.731924084	0.231	0.072	1.31E-05	A18
